"Image type","Feature Class","Feature Name","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_203","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_204","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_205","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_206","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_208","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_209","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_210","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_211","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_212","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_214","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_215","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_226","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7001","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7003","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7005","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7006","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7007","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7008","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7009","lh.hippoAmygLabels-T1.v21.FS60.FSvoxelSpace_79_label_7015"
"diagnostics","Image-original","Size","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)"
"diagnostics","Image-original","Mean","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901","14.066904783248901"
"diagnostics","Image-original","Minimum","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"diagnostics","Image-original","Maximum","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0","206.0"
"diagnostics","Mask-original","Hash","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e","d987ddf00cb9d8d6b81dcb8a98ae4767022ba94e"
"diagnostics","Mask-original","Spacing","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)","(0.9999999403953552, 1.0000001192092896, 0.9999999403953552)"
"diagnostics","Mask-original","Size","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)","(256, 256, 256)"
"diagnostics","Mask-original","BoundingBox","(145, 151, 124, 8, 5, 12)","(148, 142, 107, 10, 16, 29)","(146, 144, 107, 20, 15, 31)","(144, 144, 107, 26, 12, 30)","(150, 141, 108, 18, 10, 22)","(150, 142, 107, 15, 11, 24)","(149, 140, 108, 18, 14, 23)","(146, 143, 129, 8, 6, 6)","(154, 139, 108, 12, 10, 18)","(146, 142, 107, 22, 15, 30)","(147, 141, 107, 20, 15, 28)","(144, 132, 100, 22, 18, 10)","(149, 145, 133, 15, 13, 11)","(145, 143, 131, 16, 12, 12)","(155, 141, 130, 6, 6, 10)","(154, 140, 129, 3, 3, 11)","(149, 140, 129, 8, 3, 9)","(146, 140, 131, 12, 10, 10)","(145, 140, 130, 10, 9, 13)","(145, 149, 134, 11, 6, 7)"
"diagnostics","Mask-original","VoxelNum","36","282","381","667","215","264","282","59","119","475","137","726","595","434","41","6","28","256","168","35"
"diagnostics","Mask-original","VolumeNum","2","1","2","1","1","1","2","1","1","3","17","4","1","1","2","2","1","1","3","2"
"diagnostics","Mask-original","CenterOfMassIndex","(148.94444444444446, 153.58333333333334, 130.33333333333334)","(153.42198581560282, 149.91843971631207, 120.54255319148936)","(158.33595800524935, 151.24409448818898, 121.03674540682415)","(158.55022488755623, 150.58920539730136, 127.62518740629685)","(159.4139534883721, 146.46511627906978, 120.96744186046512)","(159.41287878787878, 148.4659090909091, 121.00378787878788)","(158.60992907801418, 148.4468085106383, 121.11702127659575)","(149.40677966101694, 144.89830508474577, 130.91525423728814)","(159.80672268907563, 144.49579831932772, 116.16806722689076)","(159.21052631578948, 149.8778947368421, 123.44421052631579)","(156.55474452554745, 150.62043795620437, 123.99270072992701)","(154.8030303030303, 139.900826446281, 104.26721763085399)","(156.6016806722689, 150.98823529411766, 139.24873949579833)","(152.13824884792626, 147.9516129032258, 137.88248847926266)","(157.09756097560975, 142.58536585365854, 133.8780487804878)","(154.66666666666666, 141.33333333333334, 131.66666666666666)","(152.07142857142858, 140.78571428571428, 134.25)","(152.06640625, 144.375, 135.4921875)","(148.75595238095238, 144.33928571428572, 135.6547619047619)","(149.34285714285716, 151.6, 137.05714285714285)"
"diagnostics","Mask-original","CenterOfMass","(17.352237433195114, -25.45400160551071, -35.4231496155262)","(21.829778537471242, -15.663222047242712, -31.758255561615556)","(26.743750434222193, -16.157414233121358, -33.08391049152283)","(26.95801730375777, -22.7458558398923, -32.42902132256637)","(27.821745853091414, -16.08811069089313, -28.30493171270504)","(27.82067115266213, -16.12445670704949, -30.30572476305744)","(27.017721490657067, -16.237690098108132, -30.286624180509705)","(17.814572622210278, -26.035922474780335, -26.7381203316026)","(28.214515030384064, -11.288736343383789, -26.335613518201995)","(27.618318692633977, -18.56487920911688, -31.71771057731226)","(24.962537060688874, -19.113369380035536, -32.46025388519257)","(23.21082294258204, 0.6121125433070631, -21.740641097391944)","(25.009473204612732, -34.36940723657608, -32.82805126695072)","(20.54604164631135, -33.00315630147534, -29.791428514065274)","(25.505353478396813, -28.99871684138367, -24.42518082479151)","(23.074459314346313, -26.787334859371185, -23.173148155212402)","(20.479221373796463, -29.370668038725853, -22.62552904231208)","(20.474199052667245, -30.61285546468571, -26.21481518447399)","(17.163745380938053, -30.775429859757423, -26.179100894502227)","(17.750650107860565, -32.17781072854996, -33.43981604576109)"
"diagnostics","Image-interpolated","Spacing","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)"
"diagnostics","Image-interpolated","Size","(18, 15, 22)","(20, 26, 39)","(30, 25, 41)","(36, 22, 40)","(28, 20, 32)","(25, 21, 34)","(28, 24, 33)","(18, 16, 16)","(22, 20, 28)","(32, 25, 40)","(30, 25, 38)","(32, 28, 20)","(25, 23, 21)","(26, 22, 22)","(16, 16, 20)","(13, 13, 21)","(18, 13, 19)","(22, 20, 20)","(20, 19, 23)","(21, 16, 17)"
"diagnostics","Image-interpolated","Mean","67.72727272727273","74.01765285996055","73.62169105691056","76.04021464646465","80.18610491071429","77.6352380952381","79.46446608946609","71.962890625","81.30876623376624","76.71128125","77.73964912280702","69.61138392857143","70.3960248447205","72.30514939605848","81.3009765625","83.67371090448013","82.96806117858749","75.36647727272727","74.82929061784897","65.1125700280112"
"diagnostics","Image-interpolated","Minimum","2.0","2.0","2.0","2.0","2.0","2.0","2.0","2.0","3.0","2.0","2.0","3.0","2.0","2.0","11.0","11.0","2.0","2.0","2.0","4.0"
"diagnostics","Image-interpolated","Maximum","184.0","181.0","185.0","184.0","181.0","181.0","181.0","181.0","178.0","184.0","181.0","172.0","178.0","184.0","137.0","137.0","171.0","181.0","181.0","184.0"
"diagnostics","Mask-interpolated","Spacing","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)","(0.9999999403953552, 1.0, 0.9999999403953552)"
"diagnostics","Mask-interpolated","Size","(18, 15, 22)","(20, 26, 39)","(30, 25, 41)","(36, 22, 40)","(28, 20, 32)","(25, 21, 34)","(28, 24, 33)","(18, 16, 16)","(22, 20, 28)","(32, 25, 40)","(30, 25, 38)","(32, 28, 20)","(25, 23, 21)","(26, 22, 22)","(16, 16, 20)","(13, 13, 21)","(18, 13, 19)","(22, 20, 20)","(20, 19, 23)","(21, 16, 17)"
